LAMMPS data file via write_data, version 3 Mar 2020, timestep = 0

9756 atoms
2 atom types

-6.0000000000000000e+01 6.0000000000000000e+01 xlo xhi
-6.0000000000000000e+01 6.0000000000000000e+01 ylo yhi
-6.0000000000000000e+01 2.0000000000000000e+02 zlo zhi

Masses

1 28.086
2 12.0111

Atoms # atomic

1 1 -2.6696988706593858e+00 -1.3872162254673926e+01 -4.4408920985006262e-16 0 0 0
2 2 -2.6696988706593863e+00 -1.3872162254673926e+01 1.8877621751693199e+00 0 0 0
3 1 -2.6696988706593863e+00 -7.7067568081521820e+00 -4.4408920985006262e-16 0 0 0
4 1 -2.6696988706593867e+00 -1.0789459531413055e+01 4.4408920985006262e-16 0 0 0
5 2 -2.6696988706593863e+00 -7.7067568081521811e+00 1.8877621751693199e+00 0 0 0
6 2 -2.6696988706593863e+00 -1.0789459531413055e+01 1.8877621751693199e+00 0 0 0
7 1 -8.8989962355312868e-01 -1.0789459531413055e+01 2.5170162335590924e+00 0 0 0
8 1 -8.8989962355312913e-01 -1.3872162254673926e+01 2.5170162335590933e+00 0 0 0
9 2 -3.3306690738754696e-16 -1.2330810893043491e+01 1.8877621751693192e+00 0 0 0
10 2 -8.8989962355312890e-01 -1.0789459531413053e+01 4.4047784087284132e+00 0 0 0
11 2 -8.8989962355312890e-01 -1.3872162254673928e+01 4.4047784087284132e+00 0 0 0
12 1 -2.6696988706593863e+00 -1.5413513616304362e+00 0.0000000000000000e+00 0 0 0
13 1 -2.6696988706593863e+00 -4.6240540848913083e+00 0.0000000000000000e+00 0 0 0
14 2 -2.6696988706593863e+00 -1.5413513616304362e+00 1.8877621751693199e+00 0 0 0
15 2 -2.6696988706593863e+00 -4.6240540848913092e+00 1.8877621751693199e+00 0 0 0
16 2 -1.1102230246251565e-16 -3.0827027232608728e+00 1.8877621751693199e+00 0 0 0
17 1 -8.8989962355312879e-01 -4.6240540848913083e+00 2.5170162335590929e+00 0 0 0
18 1 -8.8989962355312890e-01 -7.7067568081521820e+00 2.5170162335590933e+00 0 0 0
19 2 -1.1102230246251565e-16 -6.1654054465217456e+00 1.8877621751693197e+00 0 0 0
20 2 -8.8989962355312890e-01 -4.6240540848913083e+00 4.4047784087284132e+00 0 0 0
21 2 -8.8989962355312868e-01 -7.7067568081521820e+00 4.4047784087284132e+00 0 0 0
22 1 -8.8989962355312879e-01 -1.5413513616304362e+00 2.5170162335590929e+00 0 0 0
23 2 -8.8989962355312868e-01 -1.5413513616304364e+00 4.4047784087284132e+00 0 0 0
24 1 -8.0090966119781584e+00 -1.0789459531413053e+01 0.0000000000000000e+00 0 0 0
25 1 -8.0090966119781584e+00 -1.3872162254673928e+01 0.0000000000000000e+00 0 0 0
26 1 -5.3393977413187725e+00 -1.2330810893043491e+01 0.0000000000000000e+00 0 0 0
27 2 -8.0090966119781584e+00 -1.0789459531413053e+01 1.8877621751693203e+00 0 0 0
28 2 -8.0090966119781584e+00 -1.3872162254673928e+01 1.8877621751693203e+00 0 0 0
